replicate,kmer size,theta,error rate,number of genomes,read count,time,memory,classification recall,classification precision,filter recall,filter precision,avg read count error
0,30,0.0,0.08,33,1000,215482295,26756,1.0,0.09090909090909091,1.0,0.5,830.0
0,30,0.2,0.08,33,1000,107999194,26756,1.0,1.0,0.3353413654618474,1.0,110.33333333333333
0,30,0.4,0.08,33,1000,85072571,26756,1.0,1.0,0.13453815261044177,1.0,143.66666666666666
0,30,0.6,0.08,33,1000,66302074,26756,1.0,1.0,0.0321285140562249,1.0,160.66666666666666
0,30,0.8,0.08,33,1000,57585169,26756,1.0,1.0,0.012048192771084338,1.0,164.0
0,30,1.0,0.08,33,1000,62756711,26756,0.6666666666666666,1.0,0.004016064257028112,1.0,165.0
0,40,0.0,0.08,33,1000,175617239,26756,1.0,0.09090909090909091,1.0,0.5,830.0
0,40,0.2,0.08,33,1000,85589236,26756,1.0,1.0,0.18875502008032127,1.0,134.66666666666666
0,40,0.4,0.08,33,1000,76744532,26756,1.0,1.0,0.07630522088353414,1.0,153.33333333333334
0,40,0.6,0.08,33,1000,79196738,26756,1.0,1.0,0.024096385542168676,1.0,162.0
0,40,0.8,0.08,33,1000,68700149,26756,1.0,1.0,0.010040160642570281,1.0,164.33333333333334
0,40,1.0,0.08,33,1000,51019601,26756,0.6666666666666666,1.0,0.004016064257028112,1.0,165.0
0,50,0.0,0.08,33,1000,173323421,26756,1.0,0.09090909090909091,1.0,0.5,830.0
0,50,0.2,0.08,33,1000,86987691,26756,1.0,1.0,0.10843373493975904,1.0,148.0
0,50,0.4,0.08,33,1000,66821052,26756,1.0,1.0,0.040160642570281124,1.0,159.33333333333334
0,50,0.6,0.08,33,1000,71257152,26756,1.0,1.0,0.020080321285140562,1.0,162.66666666666666
0,50,0.8,0.08,33,1000,61554688,26756,1.0,1.0,0.008032128514056224,1.0,164.66666666666666
0,50,1.0,0.08,33,1000,67391219,26756,0.6666666666666666,1.0,0.004016064257028112,1.0,165.0
0,10,0.0,0.1,33,1000,198419442,26756,1.0,0.09090909090909091,1.0,0.5,830.0
0,10,0.2,0.1,33,1000,144234802,26756,1.0,0.09090909090909091,1.0,0.5010060362173038,108.66666666666667
0,10,0.4,0.1,33,1000,134151987,26756,1.0,0.14285714285714285,0.8654618473895582,0.6841269841269841,24.666666666666668
